source_id,ordinal,S0_comp_valid,S1_comp_valid,S0_struct_valid,S1_struct_valid,S0_strict_stable,S1_strict_stable,S0_meta_stable,S1_meta_stable,S0_strict_sun,S1_strict_sun,S0_meta_sun,S1_meta_sun,S0_e_above_hull_eV_atom,S1_e_above_hull_eV_atom
H1A2_1200:0869,858,True,True,True,True,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
H1A2_1200:0870,859,True,True,True,True,False,False,True,True,False,False,True,False,0.0066244086702464955,0.015151210733234777
H1A2_1200:0871,860,True,True,True,True,False,False,True,True,False,False,True,True,0.010865524790038883,0.0717194829199217
H1A2_1200:0872,861,True,True,True,True,False,False,False,False,False,False,False,False,0.11529936926667261,0.12554755347077418
H1A2_1200:0873,862,False,False,True,True,False,False,True,True,False,False,True,True,0.018900907416383284,0.03720072545532371
H1A2_1200:0874,863,False,False,True,True,False,False,False,False,False,False,False,False,0.22817791947484078,0.22479714402318063
H1A2_1200:0875,864,True,True,True,True,False,False,True,False,False,False,True,False,0.06452139228784226,0.12097986549340867
H1A2_1200:0876,865,True,True,True,True,False,False,True,True,False,False,True,True,0.06286439023583945,0.05076560102075156
H1A2_1200:0877,866,True,True,True,True,False,False,False,False,False,False,False,False,0.1525297489641222,0.15760162739734973
H1A2_1200:0878,867,True,True,True,True,False,False,True,False,False,False,True,False,0.06971726207584705,0.18307003764957752
H1A2_1200:0879,868,False,False,True,True,False,False,False,True,False,False,False,True,0.12976575119349976,0.07869124634120483
H1A2_1200:0880,869,False,False,True,True,False,False,False,False,False,False,False,False,0.2202844138603517,0.22043271021655286
H1A2_1200:0881,870,True,True,True,True,False,False,False,True,False,False,False,True,0.1279949389986168,0.08927671542683946
H1A2_1200:0882,871,True,True,True,True,False,False,True,True,False,False,False,True,0.08895827899170072,0.09656669268798979
H1A2_1200:0883,872,True,True,True,True,False,False,True,True,False,False,False,False,0.03719602782373066,0.03712736327294941
H1A2_1200:0884,873,True,True,True,True,False,False,True,True,False,False,True,True,0.043771641799519756,0.08930458361775706
H1A2_1200:0885,874,False,False,True,True,False,False,False,False,False,False,False,False,0.13712133563920403,0.13653005756303216
H1A2_1200:0886,875,False,False,True,True,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
H1A2_1200:0887,876,True,True,True,True,False,False,False,False,False,False,False,False,0.23099402471435493,0.23527173086059516
H1A2_1200:0888,877,False,False,True,True,False,False,False,False,False,False,False,False,0.20110267933080994,0.1340960913486322
H1A2_1200:0889,878,True,True,True,True,False,False,True,False,False,False,True,False,0.09545481807495104,0.12802136546874987
H1A2_1200:0890,879,True,True,True,True,False,False,True,True,False,False,True,True,0.01641785054361744,0.08768021016275807
H1A2_1200:0891,880,True,True,True,True,False,False,True,True,False,False,True,True,0.052644422893066256,0.057049444560546725
H1A2_1200:0892,881,True,True,True,True,False,False,True,True,False,False,True,True,0.06631808046210441,0.09324412111151847
H1A2_1200:0893,882,True,True,True,True,False,False,False,False,False,False,False,False,0.17666038837687115,0.10073217716471294
H1A2_1200:0894,883,True,True,True,True,True,True,True,True,True,True,True,True,-0.01325259599365225,-0.014599422546996976
H1A2_1200:0895,884,False,False,True,True,True,False,True,True,True,False,True,True,-0.0013038764964456995,0.005217825316298441
H1A2_1200:0896,885,True,True,True,True,False,False,False,False,False,False,False,False,0.10916994345723463,0.18927024138509108
H1A2_1200:0897,886,True,True,True,True,False,False,True,True,False,False,False,True,0.08201716615088017,0.08512042237646611
H1A2_1200:0898,887,True,True,True,True,False,False,False,False,False,False,False,False,0.11573751386484155,0.14064319547494897
H1A2_1200:0899,888,True,True,True,True,False,False,True,False,False,False,True,False,0.036382597646483994,0.2237004458520504
H1A2_1200:0900,889,True,True,True,True,False,False,False,False,False,False,False,False,0.21256776924804655,0.21344324227050748
H1A2_1200:0901,890,False,False,True,True,False,False,True,False,False,False,True,False,0.07204022582906067,0.10144546207326233
H1A2_1200:0902,891,True,True,True,True,False,False,True,False,False,False,True,False,0.05694130158260258,0.15421417450740726
H1A2_1200:0903,892,False,False,True,True,False,False,False,False,False,False,False,False,0.231412274731861,0.22790847529338443
H1A2_1200:0904,893,True,True,True,True,False,False,False,False,False,False,False,False,0.12017858916817392,0.23461044723091806
H1A2_1200:0905,894,True,True,True,True,False,False,False,True,False,False,False,True,0.17029839066248798,0.027494244849499694
H1A2_1200:0906,895,True,True,True,True,False,False,True,False,False,False,True,False,0.08472817465942395,0.10447161719482434
H1A2_1200:0907,896,True,True,True,True,False,False,True,False,False,False,True,False,0.03959472260114261,unknown
H1A2_1200:0908,897,True,True,True,True,False,True,False,True,False,True,False,True,5.034585770020209,-0.024123374572075917
H1A2_1200:0909,898,True,True,True,True,False,False,True,True,False,False,True,True,0.036723470909830525,0.05128273986124654
H1A2_1200:0910,899,True,True,True,True,False,False,True,True,False,False,True,True,0.027845890543618523,0.027908833048501336
H1A2_1200:0911,900,True,True,True,True,False,False,True,True,False,False,True,True,0.015021386024498096,0.010995688316368213
H1A2_1200:0912,901,True,True,True,True,False,False,False,False,False,False,False,False,0.258101115722182,0.2630773883051898
H1A2_1200:0913,902,True,True,True,True,False,False,False,False,False,False,False,False,0.32393487618299766,0.3608692519459371
H1A2_1200:0914,903,True,True,True,True,False,False,True,True,False,False,False,False,0.051481470720579736,0.051577314989378564
H1A2_1200:0915,904,True,True,True,True,False,False,True,True,False,False,True,True,0.09278764820922802,0.08045044041503857
H1A2_1200:0916,905,True,True,True,True,False,False,True,True,False,False,True,True,0.08501561832153293,0.08501561832153293
H1A2_1200:0917,906,True,True,True,True,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
H1A2_1200:0919,907,True,True,True,True,False,False,False,False,False,False,False,False,0.191906644671624,0.18880624946898728
H1A2_1200:0920,908,False,False,True,True,False,False,False,True,False,False,False,True,0.10422091154822688,0.09482912688025813
H1A2_1200:0921,909,True,True,True,True,False,False,True,False,False,False,True,False,0.03702912080186627,3.6227924560298326
H1A2_1200:0922,910,False,False,True,True,False,False,True,True,False,False,True,True,0.05866152073632591,0.05823045994531029
H1A2_1200:0923,911,True,True,True,True,False,False,False,False,False,False,False,False,0.4009407639631357,0.28712831736889743
H1A2_1200:0924,912,True,True,True,True,False,False,True,True,False,False,False,True,0.04326880696634916,0.03687656644205717
H1A2_1200:0925,913,True,True,True,True,False,False,False,False,False,False,False,False,0.20310181959269258,0.10763377531168672
H1A2_1200:0926,914,True,True,True,True,False,False,False,False,False,False,False,False,0.2105907936572251,0.21565194325439307
H1A2_1200:0927,915,False,False,True,True,False,False,False,True,False,False,False,True,0.15012426873538587,0.07431335946414563
H1A2_1200:0928,916,True,True,True,True,False,False,False,False,False,False,False,False,0.17224958504152976,0.15054443443728172
H1A2_1200:0929,917,True,True,True,True,False,False,True,True,False,False,True,True,0.07749702909923695,0.07673313597179554
H1A2_1200:0930,918,True,True,True,True,False,False,False,True,False,False,False,True,0.22670028212931115,0.06670901778604943
H1A2_1200:0931,919,True,True,True,True,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
H1A2_1200:0932,920,True,True,True,True,False,False,True,True,False,False,True,True,0.03920039120410301,0.03705748501513817
H1A2_1200:0933,921,True,True,True,True,False,True,True,True,False,True,True,True,0.03625324890503201,-0.014962399746091037
H1A2_1200:0934,922,True,True,True,True,False,False,True,True,False,False,True,True,0.05227684179565628,0.08877014318725784
H1A2_1200:0935,923,True,True,True,True,False,False,True,True,False,False,True,True,0.0437935662589517,0.04091871503214506
H1A2_1200:0936,924,True,True,True,True,False,True,True,True,False,True,True,True,0.003895339758301475,-0.08973545095214774
H1A2_1200:0937,925,True,True,True,True,False,False,True,True,False,False,True,True,0.0027073028784179165,0.0035896900396727993
H1A2_1200:0938,926,True,True,True,True,False,False,True,False,False,False,False,False,0.004596281446533013,0.12836127320678692
H1A2_1200:0939,927,True,True,True,True,False,False,False,False,False,False,False,False,0.2332720842499434,0.2175397958893477
H1A2_1200:0940,928,False,False,True,True,False,False,True,False,False,False,True,False,0.08407153177289839,0.23545350122480269
H1A2_1200:0941,929,True,True,True,True,True,False,True,False,False,False,False,False,-0.025451777707112377,0.11225974725626653
H1A2_1200:0942,930,True,True,True,True,False,False,False,False,False,False,False,False,0.34952463117594323,0.11033643690104089
H1A2_1200:0943,931,False,False,True,True,False,False,False,False,False,False,False,False,0.23455372498238702,0.3040393893500628
H1A2_1200:0944,932,True,True,True,True,False,False,True,True,False,False,False,False,0.02617641928466785,0.026116337802734257
H1A2_1200:0945,933,False,False,True,True,False,False,False,False,False,False,False,False,0.11084644108033093,0.1574138811132899
H1A2_1200:0946,934,True,True,True,True,False,False,True,False,False,False,True,False,0.09975868844239599,0.11310011529176123
H1A2_1200:0947,935,True,True,True,True,True,False,True,True,True,False,True,True,-0.008521673373750982,0.04458582670254296
H1A2_1200:0948,936,True,True,True,True,False,False,False,True,False,False,False,True,0.12061334433945703,0.03339124503525781
H1A2_1200:0949,937,True,True,True,True,False,False,True,False,False,False,True,False,0.07247916505078145,0.10637179658154317
H1A2_1200:0950,938,True,True,True,True,False,False,True,True,False,False,False,True,0.0065339735901517315,0.0915821722901029
H1A2_1200:0951,939,True,True,True,True,False,False,True,True,False,False,True,True,0.026971430587972023,0.014147133636678078
H1A2_1200:0952,940,True,True,True,True,False,False,True,True,False,False,True,True,0.028664430736084157,0.032852014659424
H1A2_1200:0953,941,False,False,True,True,False,False,True,True,False,False,True,True,0.03677995249985244,0.08383328959702041
H1A2_1200:0954,942,True,True,True,True,False,False,True,True,False,False,True,True,0.048079960210365424,0.07019447551493085
H1A2_1200:0955,943,True,True,True,True,False,False,False,False,False,False,False,False,0.2861631937349429,0.21153913215047027
H1A2_1200:0956,944,True,True,True,True,False,False,True,False,False,False,True,False,0.07602425233764709,0.1549584449951178
H1A2_1200:0957,945,True,True,True,True,False,False,False,True,False,False,False,True,0.1765956608840531,0.004167529780537471
H1A2_1200:0958,946,True,True,True,True,False,False,True,False,False,False,True,False,0.044217617389322506,0.13058665501749633
H1A2_1200:0959,947,True,True,True,True,False,False,True,True,False,False,True,True,0.0036966459306633226,0.0042149679216301195
H1A2_1200:0960,948,True,True,True,True,False,False,False,True,False,False,False,True,0.12244301844186012,0.04817849207467262
H1A2_1200:0961,949,True,True,True,True,False,False,True,True,False,False,True,True,0.08596998981079107,0.08592278293212896
H1A2_1200:0962,950,True,True,True,True,False,False,True,True,False,False,False,True,0.0551176387955441,0.009376795976330232
H1A2_1200:0963,951,True,True,True,True,False,False,True,True,False,False,True,True,0.04246205786123447,0.04026288488760166
H1A2_1200:0964,952,True,True,True,True,False,False,True,True,False,False,True,True,0.0024585092549638254,0.003240760612996052
H1A2_1200:0965,953,True,True,True,True,False,False,True,True,False,False,True,True,0.03982602435818361,0.08873044330349611
H1A2_1200:0966,954,True,True,True,True,False,False,False,False,False,False,False,False,0.1468873861865232,0.17142065797607398
H1A2_1200:0967,955,False,False,True,True,False,False,False,True,False,False,False,True,10.308925569615724,0.08653634842431757
H1A2_1200:0968,956,False,False,True,True,False,False,True,True,False,False,True,True,0.09625346306098059,0.08868844154608801
H1A2_1200:0969,957,True,True,True,True,False,False,True,True,False,False,False,True,0.016340630468016926,0.04531420987475521
H1A2_1200:0970,958,False,False,True,True,False,False,False,False,False,False,False,False,0.18986793097499355,0.23954053458217128
H1A2_1200:0971,959,True,True,True,True,False,False,False,True,False,False,False,True,0.10523693710058524,0.07392494827001883
H1A2_1200:0972,960,True,True,True,True,False,False,False,False,False,False,False,False,0.25039825637231417,0.1798916836489255
H1A2_1200:0973,961,True,True,False,True,False,False,False,False,False,False,False,False,unknown,0.209917230347493
H1A2_1200:0974,962,True,True,True,True,False,False,True,False,False,False,True,False,0.07360626966812678,0.13705016882278986
H1A2_1200:0975,963,True,True,True,True,False,False,True,True,False,False,False,False,0.04404099821555674,0.034891446823955174
H1A2_1200:0976,964,True,True,True,True,False,False,False,False,False,False,False,False,0.1861813389484368,0.18618992201728446
H1A2_1200:0977,965,True,True,True,True,False,False,False,False,False,False,False,False,0.17007255066902704,0.14148950089485712
H1A2_1200:0978,966,True,True,True,True,True,True,True,True,True,False,True,False,-0.012916914859619322,-0.015364996829834165
H1A2_1200:0979,967,True,True,True,True,False,False,True,True,False,False,True,True,0.014307963223877174,0.022408949704590064
H1A2_1200:0980,968,False,False,True,True,False,False,False,True,False,False,False,True,0.11568891222267785,0.05708276445656457
H1A2_1200:0981,969,True,True,True,True,False,False,True,True,False,False,True,True,0.09576937200580371,0.09609362127338184
H1A2_1200:0982,970,True,True,True,True,False,False,False,False,False,False,False,False,0.23135074321004367,0.24998601618978
H1A2_1200:0983,971,True,True,True,True,False,False,True,True,False,False,True,True,0.014291056836751359,0.014538058484700578
H1A2_1200:0984,972,True,True,True,True,False,False,True,True,False,False,True,True,0.08901097363830557,0.08850385732055654
H1A2_1200:0985,973,True,True,True,True,False,False,True,True,False,False,True,True,0.027874959671133404,0.02768660899364317
H1A2_1200:0986,974,True,True,True,True,False,False,True,False,False,False,True,False,0.0787979263664429,0.13258086627733157
H1A2_1200:0987,975,True,True,True,True,False,False,True,True,False,False,True,True,0.049350553444198475,0.0480421122820891
H1A2_1200:0988,976,True,True,True,True,True,True,True,True,True,True,True,True,-0.0431474965976566,-0.04332774104345738
H1A2_1200:0989,977,True,True,True,True,False,False,False,False,False,False,False,False,0.12844169429198526,0.12865770152465128
H1A2_1200:0990,978,True,True,True,True,False,False,True,True,False,False,True,True,0.09030544758622305,0.059424996383830475
H1A2_1200:0991,979,True,True,True,True,False,False,True,True,False,False,True,True,0.06607030041870487,0.06585810788330448
H1A2_1200:0992,980,True,True,True,True,False,False,False,True,False,False,False,True,0.14773799277811683,0.0958981642869059
H1A2_1200:0993,981,True,True,True,True,False,False,True,True,False,False,True,True,0.04236767391647378,0.09776280025924722
H1A2_1200:0994,982,True,True,True,True,False,False,True,True,False,False,True,True,0.026454521457694113,0.022482944767020285
H1A2_1200:0995,983,True,True,True,True,False,False,False,False,False,False,False,False,0.11520208029581802,0.16447938589884536
H1A2_1200:0996,984,True,True,True,True,False,False,True,True,False,False,True,True,0.05541304405062775,0.07600096519320587
H1A2_1200:0997,985,True,True,True,True,False,False,True,True,False,False,True,True,0.062035875172377075,0.06068594917750403
H1A2_1200:0998,986,True,True,True,True,False,False,True,True,False,False,True,True,0.05573460465576119,0.060783356486815876
H1A2_1200:0999,987,True,True,True,True,False,False,False,False,False,False,False,False,0.15164158433505293,0.2500126132351994
H1A2_1200:1000,988,True,True,True,True,False,False,True,False,False,False,True,False,0.03579547272534356,0.16446711884350762
H1A2_1200:1001,989,False,False,True,True,False,False,False,True,False,False,False,True,0.26594118110041354,0.0576987647185776
H1A2_1200:1002,990,True,True,True,True,False,False,False,False,False,False,False,False,0.19177283604944595,0.24798144658411392
H1A2_1200:1003,991,True,True,True,True,False,False,True,True,False,False,True,True,0.015800190337960984,0.011999798187082078
H1A2_1200:1004,992,True,True,True,True,False,False,False,False,False,False,False,False,0.19326974008032227,0.19845439050146485
H1A2_1200:1005,993,True,True,True,True,False,False,False,False,False,False,False,False,0.3968101126660155,0.3885803801525878
H1A2_1200:1006,994,True,True,True,True,False,False,False,False,False,False,False,False,0.5722249642871091,0.572032322075195
H1A2_1200:1007,995,True,True,True,True,False,False,True,True,False,False,True,True,0.07446299871483042,0.07365523656883433
H1A2_1200:1008,996,False,False,True,True,False,False,True,True,False,False,False,False,0.04275550692452601,0.04371108858956507
H1A2_1200:1009,997,True,True,True,True,False,False,False,False,False,False,False,False,0.11061957790100108,0.10784128619873057
H1A2_1200:1010,998,False,False,True,True,False,False,False,False,False,False,False,False,0.11662676133260064,0.17316009797200493
H1A2_1200:1011,999,True,True,True,True,False,False,False,False,False,False,False,False,0.20495690800130184,0.18603982426106747
H1A2_1200:1012,1000,True,True,True,True,True,True,True,True,True,True,True,True,-0.12761680287109467,-0.06894771260009858
H1A2_1200:1013,1001,True,True,True,True,True,False,True,False,True,False,True,False,-0.009706456911621864,0.1998353407263176
H1A2_1200:1014,1002,True,True,True,True,False,False,True,True,False,False,True,True,0.029595256857138708,0.017277599386435583
H1A2_1200:1015,1003,True,True,True,True,False,False,False,False,False,False,False,False,0.1133302449996485,unknown
H1A2_1200:1016,1004,True,True,True,True,True,True,True,True,True,True,True,True,-0.02228398139336374,-0.0024966698394086606
H1A2_1200:1017,1005,True,True,True,True,False,False,False,False,False,False,False,False,0.3287602392252609,0.3287602392252609
H1A2_1200:1018,1006,True,True,True,True,False,False,False,True,False,False,False,True,0.11548512017441936,0.09611504113389202
H1A2_1200:1019,1007,True,True,True,True,False,False,True,False,False,False,False,False,0.05737765420629959,0.11058409799292068
H1A2_1200:1020,1008,True,True,True,True,False,False,True,True,False,False,False,True,0.02853796531168573,0.04001543570963495
H1A2_1200:1021,1009,True,True,True,True,False,False,False,False,False,False,False,False,0.1329509724886071,0.20835132496663444
H1A2_1200:1022,1010,True,True,True,True,False,False,True,True,False,False,True,True,0.008517168376554807,0.017658851955046018
H1A2_1200:1023,1011,True,True,True,True,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
H1A2_1200:1024,1012,False,False,True,True,True,True,True,True,True,True,True,True,-0.10308282826503135,-0.09661500905116416
H1A2_1200:1025,1013,True,True,True,True,False,False,False,False,False,False,False,False,0.2545943150493155,0.14241837358203036
H1A2_1200:1026,1014,True,True,True,True,False,False,True,True,False,False,True,True,0.08847587731176354,0.0887758078842733
H1A2_1200:1027,1015,True,True,True,True,False,True,True,True,False,True,True,True,0.003476846057073324,-0.018003237408502848
H1A2_1200:1028,1016,True,True,True,True,False,False,True,True,False,False,False,False,0.02204371875195754,0.02207995837598098
H1A2_1200:1029,1017,True,True,True,True,False,False,True,True,False,False,True,True,0.0734023786828617,0.07328388464904823
H1A2_1200:1030,1018,True,True,True,True,False,False,True,True,False,False,True,True,0.02741301071655311,0.02783548843872108
H1A2_1200:1031,1019,True,True,True,True,False,False,True,False,False,False,True,False,0.054038924206544436,0.10778753184204248
H1A2_1200:1032,1020,True,True,True,True,False,False,True,False,False,False,True,False,0.09621084402099633,0.1131576366235354
H1A2_1200:1033,1021,True,True,True,True,False,False,True,True,False,False,True,True,0.0773365454231767,0.03823160691609662
H1A2_1200:1034,1022,True,True,True,True,False,False,False,False,False,False,False,False,0.3256066883738171,0.3094171131785046
H1A2_1200:1035,1023,True,True,True,True,False,False,False,False,False,False,False,False,0.14330108153023868,0.19431645857491642
H1A2_1200:1036,1024,True,True,True,True,False,False,True,True,False,False,True,True,0.06176352814657271,0.06230378464681685
H1A2_1200:1037,1025,False,False,True,True,False,False,True,False,False,False,True,False,0.09512902668212941,0.11327697208618215
H1A2_1200:1038,1026,True,True,True,True,False,False,True,True,False,False,True,True,0.02559311449137347,0.0549252754410805
H1A2_1200:1039,1027,True,True,True,True,False,False,False,False,False,False,False,False,0.1082313424099901,0.10342196283235339
H1A2_1200:1040,1028,True,True,True,True,False,False,False,False,False,False,False,False,0.16568085161035118,0.16250845399682579
H1A2_1200:1041,1029,True,True,True,True,False,False,True,True,False,False,True,True,0.07153605676038932,0.08523034310682487
H1A2_1200:1042,1030,True,True,True,True,False,False,False,False,False,False,False,False,0.12925420425520961,0.13763890884505336
H1A2_1200:1043,1031,True,True,True,True,False,False,True,True,False,False,True,True,0.07894410811530239,0.09089126311408169
H1A2_1200:1044,1032,True,True,True,True,False,False,True,False,False,False,True,False,0.0982351413549658,unknown
H1A2_1200:1045,1033,True,True,True,True,False,False,False,False,False,False,False,False,0.32269896471110115,0.37636221849528084
H1A2_1200:1046,1034,True,True,True,True,False,False,False,False,False,False,False,False,0.11156700340624859,0.1118588277470689
H1A2_1200:1047,1035,True,True,True,True,True,True,True,True,True,True,True,True,-0.044263841757202105,-0.046679260382080034
H1A2_1200:1048,1036,True,True,True,True,False,False,False,False,False,False,False,False,0.3193433146972664,0.37513946109008867
H1A2_1200:1049,1037,True,True,True,True,False,False,True,True,False,False,True,True,0.050622557374021326,0.08247051117040805
H1A2_1200:1050,1038,True,True,True,True,False,False,False,False,False,False,False,False,0.18899099692065313,0.11614363058764532
H1A2_1200:1051,1039,True,True,True,True,False,False,False,False,False,False,False,False,0.1436956424230953,0.1798279780859371
H1A2_1200:1052,1040,False,False,True,True,False,True,False,True,False,True,False,True,0.13415524874511675,-0.14706518735107466
H1A2_1200:1053,1041,True,True,True,True,False,False,True,True,False,False,True,True,0.04461826186645812,0.049172056727297964
H1A2_1200:1054,1042,True,True,True,True,False,False,True,True,False,False,True,True,0.08367262583862178,0.08731423121581905
H1A2_1200:1055,1043,True,True,True,True,False,False,True,True,False,False,True,True,0.027899303832031208,0.02514986077783199
H1A2_1200:1056,1044,True,True,True,True,False,False,False,True,False,False,False,True,0.17845033133390054,0.0344784113204728
H1A2_1200:1057,1045,True,True,True,True,False,False,False,True,False,False,False,True,4.195646083512207,0.06239393965234363
H1A2_1200:1058,1046,True,True,True,True,False,False,True,True,False,False,True,True,0.041833565061238476,0.03242103797688789
H1A2_1200:1059,1047,True,True,True,True,False,False,False,False,False,False,False,False,0.10747025263793741,0.16102001917846476
H1A2_1200:1060,1048,True,True,True,True,False,False,True,True,False,False,True,True,0.05142613388939088,0.052467784661485606
H1A2_1200:1061,1049,True,True,True,True,False,False,True,False,False,False,True,False,0.055420375354654716,0.2432374720648598
